flight_id,flight_no,airline,date,time,port,status,status_code,flight_type,last_updated
5Y 5528_2026-09-11,5Y 5528,GTI,2026-09-11,04:30,AMS,Cancelled,,arrival,2026-09-14T14:39:22+08:00
RH 459D_2026-09-11,RH 459D,HKC,2026-09-11,06:10,TPE,Est at 15:58 (14/09/2026),,arrival,2026-09-14T14:39:22+08:00
CX 3275_2026-09-11,CX 3275,CPA,2026-09-11,22:25,"IAH,ANC",At gate 04:34 (14/09/2026),,arrival,2026-09-14T14:39:22+08:00
RH 318_2026-09-12,RH 318,HKC,2026-09-12,13:00,HAN,At gate 04:11 (14/09/2026),,arrival,2026-09-14T14:39:22+08:00
RH 372_2026-09-12,RH 372,HKC,2026-09-12,20:40,SIN,At gate 06:10 (14/09/2026),,arrival,2026-09-14T14:39:22+08:00
RH 704_2026-09-13,RH 704,HKC,2026-09-13,01:10,BNE,Est at 20:24 (14/09/2026),,arrival,2026-09-14T14:39:22+08:00
5Y 5579_2026-09-13,5Y 5579,GTI,2026-09-13,11:20,AMS,Cancelled,,arrival,2026-09-14T14:39:22+08:00
5Y 8373_2026-09-13,5Y 8373,GTI,2026-09-13,13:00,HAN,At gate 01:10 (14/09/2026),,arrival,2026-09-14T14:39:22+08:00
RH 830_2026-09-13,RH 830,HKC,2026-09-13,13:30,PVG,At gate 08:12 (14/09/2026),,arrival,2026-09-14T14:39:22+08:00
RH 332_2026-09-13,RH 332,HKC,2026-09-13,15:10,BKK,At gate 13:00 (14/09/2026),,arrival,2026-09-14T14:39:22+08:00
CV 4806_2026-09-13,CV 4806,CLX,2026-09-13,16:35,LUX,At gate 02:25 (14/09/2026),,arrival,2026-09-14T14:39:22+08:00
C8 9266_2026-09-13,C8 9266,ICV,2026-09-13,17:30,"MXP,NRT",Est at 15:45 (14/09/2026),,arrival,2026-09-14T14:39:22+08:00
F5 8817_2026-09-13,F5 8817,ATG,2026-09-13,21:00,KTM,At gate 00:10 (14/09/2026),,arrival,2026-09-14T14:39:22+08:00
WW 861_2026-09-13,WW 861,KXP,2026-09-13,21:45,BKI,At gate 00:15 (14/09/2026),,arrival,2026-09-14T14:39:22+08:00
CV 7956_2026-09-13,CV 7956,CLX,2026-09-13,22:40,"LUX,ASB,HAN",At gate 00:07 (14/09/2026),,arrival,2026-09-14T14:39:22+08:00
5Y 9223_2026-09-13,5Y 9223,GTI,2026-09-13,23:20,ORD,At gate 02:49 (14/09/2026),,arrival,2026-09-14T14:39:22+08:00
KZ 203_2026-09-14,KZ 203,NCA,2026-09-14,00:10,NRT,At gate 01:29,,arrival,2026-09-14T14:39:22+08:00
5X 168_2026-09-14,5X 168,UPS,2026-09-14,00:20,"SDF,SIN,PEN,SGN",At gate 00:02,,arrival,2026-09-14T14:39:22+08:00
CX 3348_2026-09-14,CX 3348,CPA,2026-09-14,01:05,"CGK,HAN",At gate 01:42,,arrival,2026-09-14T14:39:22+08:00
KE 313_2026-09-14,KE 313,KAL,2026-09-14,01:10,ICN,At gate 00:43,,arrival,2026-09-14T14:39:22+08:00
CX 078_2026-09-14,CX 078,CPA,2026-09-14,01:20,"SIN,PEN,KTI",At gate 00:58,,arrival,2026-09-14T14:39:22+08:00
BR 6529_2026-09-14,BR 6529,EVA,2026-09-14,01:50,TPE,At gate 03:05,,arrival,2026-09-14T14:39:22+08:00
3S 590_2026-09-14,3S 590,BOX,2026-09-14,02:15,"LEJ,NRT",At gate 01:36,,arrival,2026-09-14T14:39:22+08:00
SV 982_2026-09-14,SV 982,SVA,2026-09-14,02:15,RUH,Cancelled,,arrival,2026-09-14T14:39:22+08:00
QR 8454_2026-09-14,QR 8454,QTR,2026-09-14,02:20,"DOH,ALA",At gate 01:51,,arrival,2026-09-14T14:39:22+08:00
RH 963_2026-09-14,RH 963,HKC,2026-09-14,02:30,KIX,At gate 23:07 (13/09/2026),,arrival,2026-09-14T14:39:22+08:00
CX 083_2026-09-14,CX 083,CPA,2026-09-14,02:40,"PDX,ANC",At gate 02:30,,arrival,2026-09-14T14:39:22+08:00
QR 8410_2026-09-14,QR 8410,QTR,2026-09-14,02:50,DOH,At gate 02:40,,arrival,2026-09-14T14:39:22+08:00
3S 628_2026-09-14,3S 628,BOX,2026-09-14,03:00,"FRA,ALA",At gate 03:02,,arrival,2026-09-14T14:39:22+08:00
QR 8408_2026-09-14,QR 8408,QTR,2026-09-14,03:00,"DOH,SIN",At gate 02:50,,arrival,2026-09-14T14:39:22+08:00
EK 9862_2026-09-14,EK 9862,UAE,2026-09-14,03:25,DWC,At gate 03:48,,arrival,2026-09-14T14:39:22+08:00
HJ 121_2026-09-14,HJ 121,TMN,2026-09-14,04:05,SYD,At gate 04:02,,arrival,2026-09-14T14:39:22+08:00
RH 830_2026-09-14,RH 830,HKC,2026-09-14,04:20,PVG,Cancelled,,arrival,2026-09-14T14:39:22+08:00
CK 263_2026-09-14,CK 263,CKK,2026-09-14,04:45,PVG,Cancelled,,arrival,2026-09-14T14:39:22+08:00
CX 085_2026-09-14,CX 085,CPA,2026-09-14,04:55,JFK,At gate 12:15,,arrival,2026-09-14T14:39:22+08:00
CI 5827_2026-09-14,CI 5827,CAL,2026-09-14,05:05,TPE,At gate 05:35,,arrival,2026-09-14T14:39:22+08:00
3S 580_2026-09-14,3S 580,BOX,2026-09-14,05:15,"LEJ,ICN",At gate 05:01,,arrival,2026-09-14T14:39:22+08:00
SR 814_2026-09-14,SR 814,XKY,2026-09-14,05:15,MNL,At gate 05:57,,arrival,2026-09-14T14:39:22+08:00
EK 9780_2026-09-14,EK 9780,UAE,2026-09-14,06:40,DWC,At gate 07:32,,arrival,2026-09-14T14:39:22+08:00
CX 068_2026-09-14,CX 068,CPA,2026-09-14,07:00,"FRA,MXP",At gate 10:33,,arrival,2026-09-14T14:39:22+08:00
ET 3784_2026-09-14,ET 3784,ETH,2026-09-14,07:00,MAD,Cancelled,,arrival,2026-09-14T14:39:22+08:00
CX 2018_2026-09-14,CX 2018,CPA,2026-09-14,07:35,MAA,At gate 07:42,,arrival,2026-09-14T14:39:22+08:00
N8 8844_2026-09-14,N8 8844,NCR,2026-09-14,07:40,AUH,At gate 07:15,,arrival,2026-09-14T14:39:22+08:00
EK 9848_2026-09-14,EK 9848,UAE,2026-09-14,08:10,DWC,At gate 08:21,,arrival,2026-09-14T14:39:22+08:00
RH 9458_2026-09-14,RH 9458,HKC,2026-09-14,08:25,DEL,Est at 06:40 (15/09/2026),,arrival,2026-09-14T14:39:22+08:00
5X 054_2026-09-14,5X 054,UPS,2026-09-14,08:35,"SDF,ANC,TPE",At gate 08:28,,arrival,2026-09-14T14:39:22+08:00
SQ 7974_2026-09-14,SQ 7974,SIA,2026-09-14,08:40,SIN,At gate 08:03,,arrival,2026-09-14T14:39:22+08:00
5X 046_2026-09-14,5X 046,UPS,2026-09-14,08:40,TPE,Cancelled,,arrival,2026-09-14T14:39:22+08:00
RH 9376_2026-09-14,RH 9376,HKC,2026-09-14,09:00,MAA,Est at 22:25,,arrival,2026-09-14T14:39:22+08:00
7L 647_2026-09-14,7L 647,AZG,2026-09-14,09:30,DMM,At gate 11:49,,arrival,2026-09-14T14:39:22+08:00
CV 9937_2026-09-14,CV 9937,CLX,2026-09-14,09:35,LUX,Est at 23:30,,arrival,2026-09-14T14:39:22+08:00
K4 701_2026-09-14,K4 701,CKS,2026-09-14,10:00,TLV,Est at 14:42,,arrival,2026-09-14T14:39:22+08:00
TK 6300_2026-09-14,TK 6300,THY,2026-09-14,10:35,"IST,TAS",At gate 10:26,,arrival,2026-09-14T14:39:22+08:00
CV 4167_2026-09-14,CV 4167,CLX,2026-09-14,10:45,"LUX,MCT",Est at 17:17,,arrival,2026-09-14T14:39:22+08:00
KE 8313_2026-09-14,KE 8313,KAL,2026-09-14,10:55,ICN,At gate 11:33,,arrival,2026-09-14T14:39:22+08:00
RH 4569_2026-09-14,RH 4569,HKC,2026-09-14,11:00,TPE,At gate 03:45,,arrival,2026-09-14T14:39:22+08:00
5X 060_2026-09-14,5X 060,UPS,2026-09-14,11:20,"SDF,ANC",At gate 11:24,,arrival,2026-09-14T14:39:22+08:00
3S 718_2026-09-14,3S 718,BOX,2026-09-14,12:05,LEJ,At gate 11:54,,arrival,2026-09-14T14:39:22+08:00
CP 191_2026-09-14,CP 191,LSI,2026-09-14,12:35,MXP,At gate 12:09,,arrival,2026-09-14T14:39:22+08:00
KZ 209_2026-09-14,KZ 209,NCA,2026-09-14,12:45,NRT,At gate 14:36,,arrival,2026-09-14T14:39:22+08:00
5X 058_2026-09-14,5X 058,UPS,2026-09-14,12:45,"HNL,GUM,CRK",At gate 13:03,,arrival,2026-09-14T14:39:22+08:00
5X 004_2026-09-14,5X 004,UPS,2026-09-14,12:50,CGN,Cancelled,,arrival,2026-09-14T14:39:22+08:00
3S 714_2026-09-14,3S 714,BOX,2026-09-14,13:20,"LEJ,DXB",Est at 15:06,,arrival,2026-09-14T14:39:22+08:00
CX 2048_2026-09-14,CX 2048,CPA,2026-09-14,13:25,HAN,At gate 14:07,,arrival,2026-09-14T14:39:22+08:00
WW 861_2026-09-14,WW 861,KXP,2026-09-14,13:45,BKI,Cancelled,,arrival,2026-09-14T14:39:22+08:00
5X 002_2026-09-14,5X 002,UPS,2026-09-14,14:10,"PHL,CGN",At gate 14:01,,arrival,2026-09-14T14:39:22+08:00
5X 018_2026-09-14,5X 018,UPS,2026-09-14,14:25,CGN,Cancelled,,arrival,2026-09-14T14:39:22+08:00
5Y 8537_2026-09-14,5Y 8537,GTI,2026-09-14,14:30,HNL,Est at 04:10 (15/09/2026),,arrival,2026-09-14T14:39:22+08:00
ET 3618_2026-09-14,ET 3618,ETH,2026-09-14,14:40,"ADD,ICN",At gate 13:34,,arrival,2026-09-14T14:39:22+08:00
KE 311_2026-09-14,KE 311,KAL,2026-09-14,14:40,ICN,Landed 14:28,,arrival,2026-09-14T14:39:22+08:00
EK 9796_2026-09-14,EK 9796,UAE,2026-09-14,14:40,DWC,Est at 14:51,,arrival,2026-09-14T14:39:22+08:00
3S 520_2026-09-14,3S 520,BOX,2026-09-14,14:45,"LEJ,BAH",Est at 14:39,,arrival,2026-09-14T14:39:22+08:00
RH 318_2026-09-14,RH 318,HKC,2026-09-14,14:50,HAN,Est at 19:30,,arrival,2026-09-14T14:39:22+08:00
QR 8400_2026-09-14,QR 8400,QTR,2026-09-14,15:15,DOH,Est at 16:31,,arrival,2026-09-14T14:39:22+08:00
CV 4327_2026-09-14,CV 4327,CLX,2026-09-14,15:50,LUX,Est at 15:53,,arrival,2026-09-14T14:39:22+08:00
3S 704_2026-09-14,3S 704,BOX,2026-09-14,16:10,"LEJ,MXP",Est at 15:29,,arrival,2026-09-14T14:39:22+08:00
EK 9002_2026-09-14,EK 9002,UAE,2026-09-14,16:25,DWC,Cancelled,,arrival,2026-09-14T14:39:22+08:00
FX 079_2026-09-14,FX 079,FDX,2026-09-14,16:30,"OAK,ANC",Est at 17:17,,arrival,2026-09-14T14:39:22+08:00
2C 574_2026-09-14,2C 574,CMA,2026-09-14,16:45,CDG,Est at 16:04,,arrival,2026-09-14T14:39:22+08:00
EK 9850_2026-09-14,EK 9850,UAE,2026-09-14,16:45,DWC,Est at 16:41,,arrival,2026-09-14T14:39:22+08:00
TH 640_2026-09-14,TH 640,RMY,2026-09-14,16:55,BKI,Est at 16:38,,arrival,2026-09-14T14:39:22+08:00
CX 008_2026-09-14,CX 008,CPA,2026-09-14,17:10,"LHR,CDG",Est at 17:03,,arrival,2026-09-14T14:39:22+08:00
TK 6063_2026-09-14,TK 6063,THY,2026-09-14,17:45,"IST,TBS",,,arrival,2026-09-14T14:39:22+08:00
AK 8545_2026-09-14,AK 8545,AXM,2026-09-14,18:15,BKI,Cancelled,,arrival,2026-09-14T14:39:22+08:00
7L 147_2026-09-14,7L 147,AZG,2026-09-14,18:15,GYD,,,arrival,2026-09-14T14:39:22+08:00
AK 8534_2026-09-14,AK 8534,AXM,2026-09-14,18:25,KCH,Est at 17:33,,arrival,2026-09-14T14:39:22+08:00
5Y 8523_2026-09-14,5Y 8523,GTI,2026-09-14,18:40,HAN,Cancelled,,arrival,2026-09-14T14:39:22+08:00
ET 3728_2026-09-14,ET 3728,ETH,2026-09-14,18:50,LGG,Cancelled,,arrival,2026-09-14T14:39:22+08:00
3V 401_2026-09-14,3V 401,TAY,2026-09-14,18:50,LGG,Cancelled,,arrival,2026-09-14T14:39:22+08:00
HE 1720_2026-09-14,HE 1720,HGO,2026-09-14,19:05,BSZ,Est at 19:27,,arrival,2026-09-14T14:39:22+08:00
CV 7337_2026-09-14,CV 7337,CLX,2026-09-14,19:30,"LUX,GYD,CGK",Est at 22:20,,arrival,2026-09-14T14:39:22+08:00
QR 8430_2026-09-14,QR 8430,QTR,2026-09-14,20:05,DOH,Est at 19:57,,arrival,2026-09-14T14:39:22+08:00
CX 3244_2026-09-14,CX 3244,CPA,2026-09-14,20:30,DEL,,,arrival,2026-09-14T14:39:22+08:00
EK 9836_2026-09-14,EK 9836,UAE,2026-09-14,21:00,DWC,Est at 21:02,,arrival,2026-09-14T14:39:22+08:00
CX 097_2026-09-14,CX 097,CPA,2026-09-14,21:15,"NLU,GDL,ANC",Est at 21:16,,arrival,2026-09-14T14:39:22+08:00
3S 582_2026-09-14,3S 582,BOX,2026-09-14,21:25,"LEJ,ICN",,,arrival,2026-09-14T14:39:22+08:00
D0 597_2026-09-14,D0 597,DHK,2026-09-14,21:45,"LEJ,BAH",,,arrival,2026-09-14T14:39:22+08:00
3G 800_2026-09-14,3G 800,WCM,2026-09-14,22:55,BKI,Est at 23:00,,arrival,2026-09-14T14:39:22+08:00
CX 3128_2026-09-14,CX 3128,CPA,2026-09-14,23:30,"SYD,MEL",Est at 23:00,,arrival,2026-09-14T14:39:22+08:00
N8 509_2026-09-14,N8 509,NCR,2026-09-14,23:40,MEL,,,arrival,2026-09-14T14:39:22+08:00
5Y 654D_2026-09-10,5Y 654D,GTI,2026-09-10,17:25,"ICN,ANC,ORD",Cancelled,,departure,2026-09-14T14:37:01+08:00
RH 458D_2026-09-11,RH 458D,HKC,2026-09-11,01:00,TPE,Dep 10:26 (14/09/2026),,departure,2026-09-14T14:37:01+08:00
RH 331_2026-09-13,RH 331,HKC,2026-09-13,07:00,BKK,Dep 05:17 (14/09/2026),,departure,2026-09-14T14:37:01+08:00
RH 829_2026-09-13,RH 829,HKC,2026-09-13,07:20,PVG,Dep 00:49 (14/09/2026),,departure,2026-09-14T14:37:01+08:00
5Y 8373_2026-09-13,5Y 8373,GTI,2026-09-13,15:00,"ANC,MIA",Dep 04:12 (14/09/2026),,departure,2026-09-14T14:37:01+08:00
RH 9457_2026-09-13,RH 9457,HKC,2026-09-13,18:20,DEL,Est at 17:10 (14/09/2026),,departure,2026-09-14T14:37:01+08:00
CV 226_2026-09-13,CV 226,CLX,2026-09-13,18:35,"ANC,JFK,LUX",Dep 04:24 (14/09/2026),,departure,2026-09-14T14:37:01+08:00
RH 9375_2026-09-13,RH 9375,HKC,2026-09-13,20:15,MAA,Dep 09:51 (14/09/2026),,departure,2026-09-14T14:37:01+08:00
SV 3967_2026-09-13,SV 3967,SVA,2026-09-13,21:35,RUH,Dep 01:00 (14/09/2026),,departure,2026-09-14T14:37:01+08:00
WW 862_2026-09-13,WW 862,KXP,2026-09-13,22:45,KUL,Dep 02:08 (14/09/2026),,departure,2026-09-14T14:37:01+08:00
SR 813_2026-09-13,SR 813,XKY,2026-09-13,23:15,MNL,Dep 00:40 (14/09/2026),,departure,2026-09-14T14:37:01+08:00
TH 671_2026-09-13,TH 671,RMY,2026-09-13,23:55,KUL,Dep 01:04 (14/09/2026),,departure,2026-09-14T14:37:01+08:00
EY 948_2026-09-14,EY 948,ETD,2026-09-14,00:30,AUH,Dep 00:18,,departure,2026-09-14T14:37:01+08:00
ET 3767_2026-09-14,ET 3767,ETH,2026-09-14,00:40,LGG,Cancelled,,departure,2026-09-14T14:37:01+08:00
CV 7957_2026-09-14,CV 7957,CLX,2026-09-14,00:40,"NQZ,LUX",Dep 02:34,,departure,2026-09-14T14:37:01+08:00
CX 096_2026-09-14,CX 096,CPA,2026-09-14,01:30,"ANC,NLU",Dep 01:21,,departure,2026-09-14T14:37:01+08:00
5X 169_2026-09-14,5X 169,UPS,2026-09-14,01:35,"SIN,SDF",Dep 01:34,,departure,2026-09-14T14:37:01+08:00
TK 6257_2026-09-14,TK 6257,THY,2026-09-14,01:40,IST,Dep 01:37,,departure,2026-09-14T14:37:01+08:00
KZ 202_2026-09-14,KZ 202,NCA,2026-09-14,02:25,NRT,Dep 04:02,,departure,2026-09-14T14:37:01+08:00
LD 680_2026-09-14,LD 680,AHK,2026-09-14,02:40,TPE,Dep 02:36,,departure,2026-09-14T14:37:01+08:00
KE 314_2026-09-14,KE 314,KAL,2026-09-14,03:10,ICN,Dep 02:56,,departure,2026-09-14T14:37:01+08:00
BR 6530_2026-09-14,BR 6530,EVA,2026-09-14,03:50,TPE,Dep 04:13,,departure,2026-09-14T14:37:01+08:00
QR 8415_2026-09-14,QR 8415,QTR,2026-09-14,04:20,DOH,Dep 04:03,,departure,2026-09-14T14:37:01+08:00
QR 8411_2026-09-14,QR 8411,QTR,2026-09-14,04:50,DOH,Dep 04:22,,departure,2026-09-14T14:37:01+08:00
QR 8435_2026-09-14,QR 8435,QTR,2026-09-14,05:00,DOH,Dep 04:47,,departure,2026-09-14T14:37:01+08:00
EK 9863_2026-09-14,EK 9863,UAE,2026-09-14,05:25,DWC,Dep 05:14,,departure,2026-09-14T14:37:01+08:00
RH 4568_2026-09-14,RH 4568,HKC,2026-09-14,05:50,TPE,Dep 22:56 (13/09/2026),,departure,2026-09-14T14:37:01+08:00
3S 633_2026-09-14,3S 633,BOX,2026-09-14,06:00,"DWC,FRA",Dep 05:40,,departure,2026-09-14T14:37:01+08:00
HQ 5211_2026-09-14,HQ 5211,ADZ,2026-09-14,06:50,MBA,Est at 16:30,,departure,2026-09-14T14:37:01+08:00
CX 3286_2026-09-14,CX 3286,CPA,2026-09-14,06:55,"ANC,JFK",Dep 06:53,,departure,2026-09-14T14:37:01+08:00
CK 264_2026-09-14,CK 264,CKK,2026-09-14,07:00,CKG,Cancelled,,departure,2026-09-14T14:37:01+08:00
F5 6613_2026-09-14,F5 6613,ATG,2026-09-14,07:00,DWC,Dep 07:14,,departure,2026-09-14T14:37:01+08:00
CI 5828_2026-09-14,CI 5828,CAL,2026-09-14,07:05,TPE,Dep 06:55,,departure,2026-09-14T14:37:01+08:00
SV 983_2026-09-14,SV 983,SVA,2026-09-14,07:15,RUH,Cancelled,,departure,2026-09-14T14:37:01+08:00
F5 8817_2026-09-14,F5 8817,ATG,2026-09-14,07:15,SHJ,Cancelled,,departure,2026-09-14T14:37:01+08:00
CX 2049_2026-09-14,CX 2049,CPA,2026-09-14,07:15,HAN,Dep 07:46,,departure,2026-09-14T14:37:01+08:00
CX 3245_2026-09-14,CX 3245,CPA,2026-09-14,07:20,DEL,Dep 07:19,,departure,2026-09-14T14:37:01+08:00
K4 253_2026-09-14,K4 253,CKS,2026-09-14,07:25,"ANC,CVG",Dep 08:05,,departure,2026-09-14T14:37:01+08:00
SR 815_2026-09-14,SR 815,XKY,2026-09-14,07:30,CRK,,,departure,2026-09-14T14:37:01+08:00
NJ 8813_2026-09-14,NJ 8813,RCR,2026-09-14,08:20,"DWC,LEJ",Cancelled,,departure,2026-09-14T14:37:01+08:00
EK 9781_2026-09-14,EK 9781,UAE,2026-09-14,08:40,DWC,Dep 09:01,,departure,2026-09-14T14:37:01+08:00
3S 580_2026-09-14,3S 580,BOX,2026-09-14,08:45,CVG,Dep 08:35,,departure,2026-09-14T14:37:01+08:00
RH 317_2026-09-14,RH 317,HKC,2026-09-14,09:20,HAN,Est at 14:00,,departure,2026-09-14T14:37:01+08:00
ET 3035_2026-09-14,ET 3035,ETH,2026-09-14,09:30,ADD,Cancelled,,departure,2026-09-14T14:37:01+08:00
CX 098_2026-09-14,CX 098,CPA,2026-09-14,09:50,"ANC,ORD",Est at 19:20,,departure,2026-09-14T14:37:01+08:00
EK 9849_2026-09-14,EK 9849,UAE,2026-09-14,10:10,DWC,Dep 10:05,,departure,2026-09-14T14:37:01+08:00
SQ 7974_2026-09-14,SQ 7974,SIA,2026-09-14,10:40,"ANC,LAX",Dep 10:24,,departure,2026-09-14T14:37:01+08:00
N8 8845_2026-09-14,N8 8845,NCR,2026-09-14,10:40,"AUH,NBO",Dep 10:25,,departure,2026-09-14T14:37:01+08:00
CV 753_2026-09-14,CV 753,CLX,2026-09-14,11:35,"GYD,LUX",Est at 01:00 (15/09/2026),,departure,2026-09-14T14:37:01+08:00
7L 648_2026-09-14,7L 648,AZG,2026-09-14,11:40,GYD,Dep 13:18,,departure,2026-09-14T14:37:01+08:00
5Y 8230_2026-09-14,5Y 8230,GTI,2026-09-14,11:50,"ANC,MIA",Est at 21:20,,departure,2026-09-14T14:37:01+08:00
T8 4728_2026-09-14,T8 4728,TVR,2026-09-14,12:00,DMM,Dep 11:53,,departure,2026-09-14T14:37:01+08:00
CX 3749_2026-09-14,CX 3749,CPA,2026-09-14,12:30,BOM,Dep 13:04,,departure,2026-09-14T14:37:01+08:00
KE 8314_2026-09-14,KE 8314,KAL,2026-09-14,12:55,ICN,Dep 13:08,,departure,2026-09-14T14:37:01+08:00
RH 9631_2026-09-14,RH 9631,HKC,2026-09-14,13:00,NMI,Dep 13:01,,departure,2026-09-14T14:37:01+08:00
TK 6301_2026-09-14,TK 6301,THY,2026-09-14,13:05,"CIT,IST",Dep 12:53,,departure,2026-09-14T14:37:01+08:00
CV 283_2026-09-14,CV 283,CLX,2026-09-14,13:10,"ANC,GDL,NLU,LUX",Est at 18:25,,departure,2026-09-14T14:37:01+08:00
ET 3795_2026-09-14,ET 3795,ETH,2026-09-14,13:10,"MCT,LOS,GRU,ADD",Est at 05:45 (15/09/2026),,departure,2026-09-14T14:37:01+08:00
5X 065_2026-09-14,5X 065,UPS,2026-09-14,13:20,"ANC,SDF",Dep 13:08,,departure,2026-09-14T14:37:01+08:00
3S 719_2026-09-14,3S 719,BOX,2026-09-14,14:05,LEJ,Dep 13:45,,departure,2026-09-14T14:37:01+08:00
CT 161_2026-09-14,CT 161,AAE,2026-09-14,14:20,DWC,Est at 16:00,,departure,2026-09-14T14:37:01+08:00
KZ 206_2026-09-14,KZ 206,NCA,2026-09-14,14:40,NRT,Est at 16:00,,departure,2026-09-14T14:37:01+08:00
WW 862_2026-09-14,WW 862,KXP,2026-09-14,14:45,KUL,Cancelled,,departure,2026-09-14T14:37:01+08:00
CP 182_2026-09-14,CP 182,LSI,2026-09-14,15:35,OTP,,,departure,2026-09-14T14:37:01+08:00
5X 001_2026-09-14,5X 001,UPS,2026-09-14,15:40,"CGN,PHL",,,departure,2026-09-14T14:37:01+08:00
5X 061_2026-09-14,5X 061,UPS,2026-09-14,16:05,"TPE,ANC,SDF",,,departure,2026-09-14T14:37:01+08:00
P9 881_2026-09-14,P9 881,MGE,2026-09-14,16:10,GUM,Est at 16:30,,departure,2026-09-14T14:37:01+08:00
ET 3685_2026-09-14,ET 3685,ETH,2026-09-14,16:25,ADD,Est at 14:35,,departure,2026-09-14T14:37:01+08:00
KE 312_2026-09-14,KE 312,KAL,2026-09-14,16:40,ICN,,,departure,2026-09-14T14:37:01+08:00
EK 9797_2026-09-14,EK 9797,UAE,2026-09-14,16:40,DWC,,,departure,2026-09-14T14:37:01+08:00
RH 6651_2026-09-14,RH 6651,HKC,2026-09-14,16:45,DAC,Est at 22:15,,departure,2026-09-14T14:37:01+08:00
CX 3137_2026-09-14,CX 3137,CPA,2026-09-14,17:00,LGG,,,departure,2026-09-14T14:37:01+08:00
3S 519_2026-09-14,3S 519,BOX,2026-09-14,17:15,LEJ,Est at 17:00,,departure,2026-09-14T14:37:01+08:00
QR 8401_2026-09-14,QR 8401,QTR,2026-09-14,17:15,DOH,Est at 19:15,,departure,2026-09-14T14:37:01+08:00
CV 278_2026-09-14,CV 278,CLX,2026-09-14,17:50,"ANC,ORD,LUX",,,departure,2026-09-14T14:37:01+08:00
TH 641_2026-09-14,TH 641,RMY,2026-09-14,18:00,KUL,,,departure,2026-09-14T14:37:01+08:00
EK 9001_2026-09-14,EK 9001,UAE,2026-09-14,18:00,DWC,Cancelled,,departure,2026-09-14T14:37:01+08:00
5X 053_2026-09-14,5X 053,UPS,2026-09-14,18:05,"ANC,SDF",Cancelled,,departure,2026-09-14T14:37:01+08:00
CX 2041_2026-09-14,CX 2041,CPA,2026-09-14,18:20,MAA,,,departure,2026-09-14T14:37:01+08:00
EK 9851_2026-09-14,EK 9851,UAE,2026-09-14,18:45,DWC,,,departure,2026-09-14T14:37:01+08:00
5X 063_2026-09-14,5X 063,UPS,2026-09-14,19:05,"ANC,SDF",,,departure,2026-09-14T14:37:01+08:00
2C 575_2026-09-14,2C 575,CMA,2026-09-14,19:30,"ESB,CDG",,,departure,2026-09-14T14:37:01+08:00
AK 8546_2026-09-14,AK 8546,AXM,2026-09-14,19:45,KUL,Cancelled,,departure,2026-09-14T14:37:01+08:00
5X 059_2026-09-14,5X 059,UPS,2026-09-14,19:45,"ANC,ONT",,,departure,2026-09-14T14:37:01+08:00
FX 5991_2026-09-14,FX 5991,FDX,2026-09-14,19:50,"KIX,OAK",,,departure,2026-09-14T14:37:01+08:00
TK 6065_2026-09-14,TK 6065,THY,2026-09-14,19:55,"CIT,IST",,,departure,2026-09-14T14:37:01+08:00
AK 8535_2026-09-14,AK 8535,AXM,2026-09-14,19:55,KUL,,,departure,2026-09-14T14:37:01+08:00
K4 702_2026-09-14,K4 702,CKS,2026-09-14,20:00,"GYD,TLV",Est at 20:45,,departure,2026-09-14T14:37:01+08:00
7L 147_2026-09-14,7L 147,AZG,2026-09-14,20:25,GYD,,,departure,2026-09-14T14:37:01+08:00
CX 054_2026-09-14,CX 054,CPA,2026-09-14,20:45,"CGO,PVG",,,departure,2026-09-14T14:37:01+08:00
3V 400_2026-09-14,3V 400,TAY,2026-09-14,20:50,"DWC,LGG",Cancelled,,departure,2026-09-14T14:37:01+08:00
5Y 8523_2026-09-14,5Y 8523,GTI,2026-09-14,21:00,ANC,Cancelled,,departure,2026-09-14T14:37:01+08:00
C6 7632_2026-09-14,C6 7632,MFX,2026-09-14,21:00,DEL,Est at 06:30 (15/09/2026),,departure,2026-09-14T14:37:01+08:00
5Y 8692_2026-09-14,5Y 8692,GTI,2026-09-14,21:05,ANC,Cancelled,,departure,2026-09-14T14:37:01+08:00
RH 351_2026-09-14,RH 351,HKC,2026-09-14,21:20,MNL,Est at 22:00,,departure,2026-09-14T14:37:01+08:00
ET 3229_2026-09-14,ET 3229,ETH,2026-09-14,21:30,ADD,Cancelled,,departure,2026-09-14T14:37:01+08:00
CX 3262_2026-09-14,CX 3262,CPA,2026-09-14,21:35,CKG,,,departure,2026-09-14T14:37:01+08:00
HE 1710_2026-09-14,HE 1710,HGO,2026-09-14,21:35,GYD,,,departure,2026-09-14T14:37:01+08:00
3S 704_2026-09-14,3S 704,BOX,2026-09-14,21:40,CVG,,,departure,2026-09-14T14:37:01+08:00
CV 7331_2026-09-14,CV 7331,CLX,2026-09-14,22:00,"NQZ,LUX",Est at 00:20 (15/09/2026),,departure,2026-09-14T14:37:01+08:00
QR 8431_2026-09-14,QR 8431,QTR,2026-09-14,22:35,DOH,,,departure,2026-09-14T14:37:01+08:00
EK 9837_2026-09-14,EK 9837,UAE,2026-09-14,23:00,DWC,,,departure,2026-09-14T14:37:01+08:00
5Y 8140_2026-09-13,5Y 8140,GTI,2026-09-13,14:20,DEL,Est at 21:35 (15/09/2026),,arrival,2026-09-14T14:20:22+08:00
